"name","brand","ean","price","grammage","category","sale","image"
"Wiltmann Bio-Geflügel-Salami 80g","Wiltmann","4001956215414","2.59","80g (1 kg = 32,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1135603/19434240_digital-image.png"
"Wilhelm Brandenburg Peitschen 100g","Wilhelm Brandenburg","4337256641814","3.29","100g (1 kg = 32,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0073797/674810_digital-image.png"
"REWE Beste Wahl Delikatess-Lachsschinken 80g","REWE Beste Wahl","4337256270076","2.29","80g (1 kg = 28,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0134745/30685190_digital-image.png"
"Abraham Serrano Schinken 80g","Abraham","4006431706005","2.49","80g (1 kg = 31,13 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1017991/27070049_digital-image.png"
"REWE Beste Wahl Vegane Burger Patties 230g","REWE Beste Wahl","4337256319409","1.99","230g (1 kg = 8,65 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8645362/34863499_digital-image.png"
"Wilhelm Brandenburg Schweinebraten 100g","Wilhelm Brandenburg","4337256306720","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0888556/22397100_digital-image.png"
"Wilhelm Brandenburg Mini-Schinkenknacker 200g","Wilhelm Brandenburg","4337256643115","3.99","200g (1 kg = 19,95 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0133568/2432290_digital-image.png"
"Wilhelm Brandenburg Farmer-Schinken","Wilhelm Brandenburg","4337256268547","1.79","100g (1 kg = 17,90 €)","Fleisch & Fisch","True","https://img.rewe-static.de/7957134/32400729_digital-image.png"
"Nature & Respect Hähnchenbrustfilet 2 Stück","Nature & Respect","2703670000001","6.87","1 Stück ca. 300 g (1 kg = 22,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2207025/33333241_digital-image.png"
"Rügenwalder Mühle Vegane Mühlen Nuggets Klassisch 180g","Rügenwalder Mühle","4000405005033","3.29","180g (1 kg = 18,28 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2363473/23598694_digital-image.png"
"Wiesbauer Butterschinken 100g","Wiesbauer","9002668506222","2.39","100g (1 kg = 23,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0843609/30474957_digital-image.png"
"REWE Bio Wurst Paprika Lyoner 100g","REWE Bio","4337256751216","1.49","100g (1 kg = 14,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9024701/42309919_digital-image.png"
"The Vegetarian Butcher Crispy Chickimicki Burger vegan 180g","The Vegetarian Butcher","8720182095206","3.19","180g (1 kg = 17,72 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8635566/34397448_digital-image.png"
"REWE Bio Putengeschnetzeltes ca. 350g","REWE Bio","2161530000002","12.22","1 Stück ca. 350 g (1 kg = 34,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1268095/20683773_digital-image.png"
"Papa Kann's Bauchspeck kaltgeräuchert mit Knoblauch 300g","NA","4032549016217","3.99","300g (1 kg = 13,30 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3095828/35086800_digital-image.png"
"Rügenwalder Mühle Mühlen-Schinken zart 100g","Rügenwalder Mühle","4000405002742","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/5678498/1143560_digital-image.png"
"Tillman's Toasty Hähnchenbrustfilet 4x70g","Tillman's","4043362621748","3.69","4x70g (1 kg = 13,18 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0433704/1218480_digital-image.png"
"Wiltmann Salami classic light 50g","Wiltmann","4001956218316","1.49","50g (1 kg = 29,80 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0699239/20505337_digital-image.png"
"Rügenwalder Mühle Pommersche Leberwurst Apfel-Zwiebel 125g","Rügenwalder Mühle","4000405002018","1.39","125g (1 kg = 11,12 €)","Fleisch & Fisch","True","https://img.rewe-static.de/0129074/2061330_digital-image.png"
"Herta Finesse Hähnchenbrust hauchzart mit Honig 100g","Herta","4000582370696","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8410136/31161279_digital-image.png"
"Wiltmann Bio Hähnchenbrustfilet 50g","Wiltmann","4001956315916","2.39","50g (1 kg = 47,80 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7078966/26986073_digital-image.png"
"Wilhelm Brandenburg Bayerischer Backleberkäse 100g","Wilhelm Brandenburg","4337256341684","0.99","100g (1 kg = 9,90 €)","Fleisch & Fisch","True","https://img.rewe-static.de/2167965/22789414_digital-image.png"
"Wiesenhof Hähnchen-Grillbraten 80g","Wiesenhof","4019467438208","1.99","80g (1 kg = 24,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1494585/43948382_digital-image.png"
"Houdek Kabanos Klassik 250g","Houdek","4004786010525","4.29","250g (1 kg = 17,16 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7045018/25237237_digital-image.png"
"REWE Feine Welt Salami Ciatore 80g","REWE Feine Welt","4337256654470","3.89","80g (1 kg = 48,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2927443/25598760_digital-image.png"
"Billie Green Vegane Salami mit Pfeffer 70g","Billie Green","4099498000025","1.59","70g (1 kg = 22,71 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7780402/36494939_digital-image.png"
"Wilhelm Brandenburg Salami Spitzenqualität","Wilhelm Brandenburg","4337256668682","1.89","80g (1 kg = 23,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7077421/26924004_digital-image.png"
"Wilhelm Brandenburg Zungenrotwurst 100g","Wilhelm Brandenburg","4337256636629","1.99","100g (1 kg = 19,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0489053/8694120_digital-image.png"
"BiFi Carazza 3x40g","BiFi","4251097400280","2.89","3x40g (1 kg = 24,08 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7917082/2466650_digital-image.png"
"Gutfried Geflügel-Fleischwurst 400g","Gutfried","4003171003692","3.49","400g (1 kg = 8,73 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0715195/32350720_digital-image.png"
"Wilhelm Brandenburg Delikatess Bacon 100g","Wilhelm Brandenburg","4337256277860","1.89","100g (1 kg = 18,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8489677/32005750_digital-image.png"
"REWE Feine Welt Salami mit Fenchel 80g","REWE Feine Welt","4337256662536","3.49","80g (1 kg = 43,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2927395/32124073_digital-image.png"
"REWE Feine Welt Hüftsteak","REWE Feine Welt","2714800000006","6.88","1 Stück ca. 230 g (1 kg = 29,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7815059/37096976_digital-image.png"
"Wilhelm Brandenburg Geflügel Bierschinken 100g","Wilhelm Brandenburg","4337256272902","1.99","100g (1 kg = 19,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7098140/26948658_digital-image.png"
"REWE Feine Welt Goldene Brustfilets 2 Stück","REWE Feine Welt","2246050000005","5.97","1 Stück ca. 300 g (1 kg = 19,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2082319/21885427_digital-image.png"
"Die Thüringer Salami 2x50g","Die Thüringer","4019252057119","1.49","2x50g (1 kg = 14,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0734622/23114057_digital-image.png"
"Wilhelm Brandenburg Original Chorizo-Salami 80g","Wilhelm Brandenburg","4337256497138","1.79","80g (1 kg = 22,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0073486/7370700_digital-image.png"
"Aoste Stickado Walnuss Salami Sticks 70g","Aoste","3449851336000","2.49","70g (1 kg = 35,57 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3337227/2187680_digital-image.png"
"REWE Bio + vegan Falafel Trockenmischung 175g","REWE Bio","4337256259866","1.29","175g (1 kg = 7,37 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7250357/28506455_digital-image.png"
"Herta Finesse Schinken mit Belém-Pfeffer 100g","Herta","4000582185399","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2327547/23569210_digital-image.png"
"Citterio Prosciutto di Parma 70g","Citterio","80515616","3.29","70g (1 kg = 47 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3017150/2598150_digital-image.png"
"Gutfried Hähnchenbraten Roast Chicken 100g","Gutfried","4003171000349","2.29","100g (1 kg = 22,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2935664/29376266_digital-image.png"
"Black Angus Rinder-Hüftsteak ca. 240g","NA","2720340000000","7.18","1 Stück ca. 240 g (1 kg = 29,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8701612/36339382_digital-image.png"
"Wilhelm Brandenburg Tyrolini mild 90g","Wilhelm Brandenburg","4337256184052","2.59","90g (1 kg = 28,78 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8534001/42069701_digital-image.png"
"Wilhelm Brandenburg Premium Pastrami New York Style 80g","Wilhelm Brandenburg","4337256509060","2.79","80g (1 kg = 34,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7193207/27990697_digital-image.png"
"Wiltmann Geflügelsalami 200g","Wiltmann","4001956215834","4.69","200g (1 kg = 23,45 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1319234/22291948_digital-image.png"
"Wilhelm Brandenburg Salami-Sticks 100g","Wilhelm Brandenburg","4337256641494","2.99","100g (1 kg = 29,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0881065/18219850_digital-image.png"
"Berief Bio Tofu Natur 2x200g","Berief","4260095520104","3.29","2x200g (1 kg = 8,23 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0354687/40362169_digital-image.png"
"REWE Bio Party Garnelen 80g","REWE Bio","4337256692434","1.99","80g (1 kg = 24,88 €)","Fleisch & Fisch","True","https://img.rewe-static.de/8986815/42309804_digital-image.png"
"Heidemetzger Frühstücksmett traditionell 150g","Heidemetzger","4004787051947","2.59","150g (1 kg = 17,27 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2111681/23475609_digital-image.png"
"REWE Bio Putengulasch aus der Oberkeule 300g","REWE Bio","2161550000006","5.67","1 Stück ca. 300 g (1 kg = 18,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1268110/20684117_digital-image.png"
"REWE Feine Welt Salsiccia Classica 300g","REWE Feine Welt","4337256660341","4.99","300g (1 kg = 16,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8288229/29275950_digital-image.png"
"REWE Bio Räucherlachs Salmo salar 100g","REWE Bio","4337256782623","4.99","100g (1 kg = 49,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0187784/1009870_digital-image.png"
"REWE Bio Rostbratwurst 200g","REWE Bio","4337256211079","3.09","200g (1 kg = 15,45 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0204052/1303390_digital-image.png"
"Wilhelm Brandenburg Mini Wiener Würstchen 200g","Wilhelm Brandenburg","4006784077210","3.19","200g (1 kg = 15,95 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0113622/7387050_digital-image.png"
"REWE Regional Hackfleisch gemischt 250g","REWE Regional","4337256462372","2.99","250g (1 kg = 11,96 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8764385/36713081_digital-image.png"
"Butcher's Beef Burger Patties Charolais 230g","Butcher's Burger","4337256398671","4.49","230g (1 kg = 19,52 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7824007/35760103_digital-image.png"
"Handl AMA Kaminwurzerl leicht geräuchert 100g","Handl Tyrol","9001745096137","2.79","100g (1 kg = 27,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/4652096/870330_digital-image.png"
"Kamar Parmak Sucuk 200g","NA","4008460243056","2.99","200g (1 kg = 14,95 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8327452/30156810_digital-image.png"
"REWE Bio Hähnchenlyoner Paprika 70g","REWE Bio","4337256803489","1.39","70g (1 kg = 19,86 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7581608/43269936_digital-image.png"
"Deutsches Corned Beef 100g","NA","4337256640862","1.69","100g (1 kg = 16,90 €)","Fleisch & Fisch","True","https://img.rewe-static.de/8334202/29695714_digital-image.png"
"Wolf Bayerische Gelbwurst 350g","Wolf","4016623371065","3.79","350g (1 kg = 10,83 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3158809/27562350_digital-image.png"
"REWE Regional Rinderhackfleisch 250g","REWE Regional","4337256463850","2.98","250g (1 kg = 11,92 €)","Fleisch & Fisch","True","https://img.rewe-static.de/7786922/36713098_digital-image.png"
"REWE Bio Putenmedaillons ca. 320g","REWE Bio","2161350000008","11.17","1 Stück ca. 320 g (1 kg = 34,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1267901/46878428_digital-image.png"
"Gutfried Hähnchenfleischwurst 350g","Gutfried","4003171040628","3.49","350g (1 kg = 9,97 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2836773/26364738_digital-image.png"
"Rügenwälder Mühle Vegane Pommersche fein 125g","Rügenwalder Mühle","4000405002353","2.49","125g (1 kg = 19,92 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8971158/40169790_digital-image.png"
"LikeMeat Like Gyros vegan 180g","LikeMeat","4260380665053","3.29","180g (1 kg = 18,28 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8897837/38443404_digital-image.png"
"Wilhelm Brandenburg Tyrolini würzig 90g","Wilhelm Brandenburg","4337256192019","2.59","90g (1 kg = 28,78 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8532995/33479818_digital-image.png"
"Wilhelm Brandenburg Klosterschinken 100g","Wilhelm Brandenburg","4337256827270","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7582086/44372647_digital-image.png"
"Rügenwalder Mühle Vegane Pommersche Apfel und Zwiebel 125g","Rügenwalder Mühle","4000405002377","2.49","125g (1 kg = 19,92 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8973641/40173388_digital-image.png"
"Vinzenzmurr Käseknacker 220g","Vinzenzmurr","4006018634974","3.99","220g (1 kg = 18,14 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1008189/31262859_digital-image.png"
"Aoste Stickado Salami-Sticks 60g","Aoste","3449865376740","2.49","60g (1 kg = 41,50 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7709065/38624078_digital-image.png"
"Nadler Alaska Seelachs Mus 125g","Nadler","4021900006561","2.19","125g (1 kg = 17,52 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8666833/34715233_digital-image.png"
"Wilhelm Brandenburg Römerschinken 100g","Wilhelm Brandenburg","4337256507059","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2854263/28407400_digital-image.png"
"Wilhelm Brandenburg Butterschinken 100g","Wilhelm Brandenburg","4337256256254","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1173061/18947700_digital-image.png"
"Rügenwalder Mühle veganes Mühlen Hack 180g","Rügenwalder Mühle","4000405005217","3.29","180g (1 kg = 18,28 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2583279/24320003_digital-image.png"
"Berger Farmer Schinken gekocht und geräuchert 100g","Berger","9001455032463","2.59","100g (1 kg = 25,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8566819/32998254_digital-image.png"
"Gutfried Hähnchen-Lyoner Buffet 80g","Gutfried","4003171031244","1.59","80g (1 kg = 19,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2643912/28019860_digital-image.png"
"Greenforce Weißwurst vegan 200g","GREENFORCE","4260322213106","2.49","200g (1 kg = 12,45 €)","Fleisch & Fisch","True","https://img.rewe-static.de/7781335/36565763_digital-image.png"
"Metzgerei Vinzenzmurr Münchner Leberkäs 300g","Vinzenzmurr","4006018428122","4.49","300g (1 kg = 14,97 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1026458/40208337_digital-image.png"
"Metzgerei Vinzenzmurr Wiener 350g","Vinzenzmurr","4006018634714","5.69","350g (1 kg = 16,26 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1008185/40208333_digital-image.png"
"Krone Forellen-Filets 100g","NA","4064872000670","2.89","100g (1 kg = 28,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7596524/42893262_digital-image.png"
"Wiltmann Rauchsalami 80g","Wiltmann","4001956315411","1.99","80g (1 kg = 24,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/6035493/2478970_digital-image.png"
"Sau guad Salamibrezn 7 Stück","NA","4026527006130","1.99","50g (1 kg = 39,80 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2824696/26986040_digital-image.png"
"REWE Bio Pfeffersalami 70g","REWE Bio","4337256196123","1.89","70g (1 kg = 27 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7055254/27058110_digital-image.png"
"Wilhelm Brandenburg Kasseler Lachsscheiben 250g","Wilhelm Brandenburg","4388844169890","3.79","250g (1 kg = 15,16 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2314832/24720560_digital-image.png"
"Gutfried Geflügel-Fleischwurst mit Knoblauch 400g","Gutfried","4003171003807","3.49","400g (1 kg = 8,73 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8575517/32350740_digital-image.png"
"Wilhelm Brandenburg Rostbratwürstchen 200g","Wilhelm Brandenburg","4337256618021","2.99","200g (1 kg = 14,95 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2698991/30982366_digital-image.png"
"Gutfried Veggie-Fleischwurst 200g","Gutfried","4003171036379","2.99","200g (1 kg = 14,95 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2755916/27259590_digital-image.png"
"Wiesbauer Gourmet Aufschnitt 90g","Wiesbauer","9002668539053","1.89","90g (1 kg = 21 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8865063/46624633_digital-image.png"
"REWE Feine Welt Entrecote","REWE Feine Welt","2716020000002","11.23","1 Stück ca. 250 g (1 kg = 44,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8728108/37096971_digital-image.png"
"EatHappy Sushi Maki Avocado 102g","EatHappy","4260372060064","4.49","102g (1 kg = 44,02 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8495571/32386127_digital-image.png"
"Wiltmann Bio Peperoni Salami 80g","Wiltmann","4001956215643","2.59","80g (1 kg = 32,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8745034/36653086_digital-image.png"
"REWE Regional Hähnchen-Gyros 500g","REWE Regional","4337256422529","4.99","500g (1 kg = 9,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8728352/36096735_digital-image.png"
"Metzgerei Vinzenzmurr Delikatess Leberwurst mit Kalbfleisch 250g","Vinzenzmurr","4006018435472","3.49","250g (1 kg = 13,96 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8238972/40202986_digital-image.png"
"EatHappy Sushi Maki Mix Lachs Avocado 197g","EatHappy","4260372060118","8.99","197g (1 kg = 45,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8436736/31048644_digital-image.png"
"Wilhelm Brandenburg Baguette-Salami 1a 80g","Wilhelm Brandenburg","4337256644389","2.59","80g (1 kg = 32,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2462217/24367086_digital-image.png"
"EatHappy Maki Lachs 97g","EatHappy","4260372060026","4.99","97g (1 kg = 51,44 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7960279/38578027_digital-image.png"
"Meine Lieblings Garnelen ASC 80g","Krone","4006451000183","2.99","80g (1 kg = 37,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8284665/29525495_digital-image.png"
"Nadler Sahne Heringsfilets 400g","Nadler","4021900008619","3.49","400g (1 kg = 8,73 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8790987/36426916_digital-image.png"
"Metzgerei Vinzenzmurr Rote Bratwurst 300g","Vinzenzmurr","4006018436202","4.79","300g (1 kg = 15,97 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7144932/40210003_digital-image.png"
"Wilhelm Brandenburg Zitrone-Pfeffer-Schinken 100g","Wilhelm Brandenburg","4337256511285","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2788569/28407673_digital-image.png"
"EatHappy Sushi Mixed Box Klassik 145g","EatHappy","4260372060620","6.99","145g (1 kg = 48,21 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7997956/31048690_digital-image.png"
"Du darfst Apfel-Zwiebel-Leberwurst 100g","Du darfst","4063762546151","1.59","100g (1 kg = 15,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2279203/22979106_digital-image.png"
"Adria d'Oro Prosciutto 90g","NA","3850133807369","2.69","90g (1 kg = 29,89 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8384490/32864392_digital-image.png"
"Wilhelm Brandenburg Mortadella mit Champignons 100g","Wilhelm Brandenburg","4337256860987","1.59","100g (1 kg = 15,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0489151/6512560_digital-image.png"
"Froh Natura Premium Kochschinken 100g","Froh Natur","4006639061906","2.39","100g (1 kg = 23,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7090304/27967746_digital-image.png"
"REWE Regional Schweinehackfleisch 500g","REWE Regional","4337256594974","4.99","500g","Fleisch & Fisch","False","https://img.rewe-static.de/7701682/40054830_digital-image.png"
"REWE Regional Hähnchenschenkel mit Rückenstück 1,1kg","REWE Regional","4337256422734","6.99","1100g (1 kg = 6,35 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7810387/37218209_digital-image.png"
"Casa Modena Spianata Romana 80g","Casa Modena","8004225041208","3.19","80g (1 kg = 39,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9554165/33808162_digital-image.png"
"Chicharirccos Pork Chips 60g","NA","8420331000340","1.79","60g (1 kg = 29,83 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8624502/33758813_digital-image.png"
"REWE Regional Schweine-Nackensteaks","REWE Regional","2742460000005","2.58","1 Stück ca. 200 g (1 kg = 12,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8764297/36713019_digital-image.png"
"REWE Regional Schweine-Schälrippe","REWE Regional","2725830000003","2.38","1 Stück ca. 200 g (1 kg = 11,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7788209/24719641_digital-image.png"
"Bedford Saltufo fein geschnitten","Bedford","4008298680108","4.39","80g (1 kg = 54,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3236497/26383913_digital-image.png"
"Bernard Matthews Hähnchenbrust-Filetstücke Paprika 150g","Bernard Matthews Oldenburg","4002993078710","2.79","150g (1 kg = 18,60 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2145037/22322600_digital-image.png"
"Wiesbauer scharfe Knacker aromaschutzverpackt 100g","Wiesbauer","9002668524516","1.89","100g (1 kg = 18,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0995680/23879004_digital-image.png"
"LikeMeat Like Grilled Chicken vegan 180g","LikeMeat","4260380665039","3.29","180g (1 kg = 18,28 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8898335/38811025_digital-image.png"
"Wilhelm Brandenburg Mortadella mit Ei & Paprika 100g","Wilhelm Brandenburg","4337256885263","1.59","100g (1 kg = 15,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0489067/7387930_digital-image.png"
"REWE Bio Schweinefilet 260g","REWE Bio","2196620000006","8.55","1 Stück ca. 260 g (1 kg = 32,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1287122/19750800_digital-image.png"
"Wiltmann Bio Hähnchenbrust natur 60g","Wiltmann","4001956316111","2.49","60g","Fleisch & Fisch","False","https://img.rewe-static.de/8968903/40210329_digital-image.png"
"Wilhelm Brandenburg Lyoner 260g","Wilhelm Brandenburg","4337256612289","2.57","260g (1 kg = 9,88 €)","Fleisch & Fisch","True","https://img.rewe-static.de/2925403/25798656_digital-image.png"
"Popp Feinster Fleischsalat","Popp","4045800770742","2.99","400g (1 kg = 7,48 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0465282/21627670_digital-image.png"
"RibWorld Bourbon BBQ Spare Ribs 600g","NA","5391511059027","8.99","600g (1 kg = 14,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9008575/41126003_digital-image.png"
"Popp Fleischsalat 3x40g","Popp","4045800213386","1.89","3x40g (1 kg = 15,75 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2249672/23018086_digital-image.png"
"REWE Bio Salamisticks classic 60g","REWE Bio","4337256457477","2.29","60g (1 kg = 38,17 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7778921/36295389_digital-image.png"
"Wiltmann Bio Baguette Salami 80g","Wiltmann","4001956215582","2.59","80g (1 kg = 32,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7891069/33476809_digital-image.png"
"Herta Finesse Hähnchenbrust mit Curry 100g","Herta","4000582371396","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2762933/35639911_digital-image.png"
"Wiltmann Leber-Pastete mit Geflügelfleisch und Preiselbeeren 100g","Wiltmann","4001956401541","2.19","100g (1 kg = 21,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3260003/20361474_digital-image.png"
"LikeMeat Like Chicken vegan 180g","LikeMeat","4260380665015","3.29","180g (1 kg = 18,28 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7704499/38443403_digital-image.png"
"Tukan Bio Tofufilet Italia vegan 160g","Tukan","4012359744203","3.29","160g (1 kg = 20,56 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0554054/24443422_digital-image.png"
"Wilhelm Brandenburg Rügenwalder Teewurst fein 200g","Wilhelm Brandenburg","4006784006135","2.99","200g (1 kg = 14,95 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0592792/5682640_digital-image.png"
"Wiesenhof Hähnchen Grillgenuss 80g","Wiesenhof","4019467437904","1.59","80g (1 kg = 19,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3033957/43948549_digital-image.png"
"Gutfried Hähnchenbrust gebraten 80g","Gutfried","4003171020057","2.29","80g (1 kg = 28,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8108648/29178837_digital-image.png"
"Houdek Kabanos Käse 150g","Houdek","4004786017623","2.49","150g (1 kg = 16,60 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0147757/1513960_digital-image.png"
"The Vegetarian Butcher Chick-Eria Filets vegan 180g","The Vegetarian Butcher","8720182436627","3.49","180g (1 kg = 19,39 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7776274/36926707_digital-image.png"
"Coraya Surimi Sticks 100g, 6 Sticks","NA","3276170012762","1.49","100g (1 kg = 14,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2887717/26927293_digital-image.png"
"REWE Feine Welt Goldschenkel Maishähnchen ca. 200g","REWE Feine Welt","2245720000000","1.78","1 Stück ca. 200 g (1 kg = 8,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2082317/21885467_digital-image.png"
"Wiltmann Salami mit Parmesan 80g","Wiltmann","4001956211935","1.99","80g (1 kg = 24,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8508925/3550770_digital-image.png"
"REWE Regional Hähnchenschenkel natur","REWE Regional","2720810000004","1.8","1 Stück ca. 300 g (1 kg = 5,99 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7811455/32476351_digital-image.png"
